200,0.000042,0.000222,0.000029,0.000036,0.000008,0.000099,0.000035,0.000047,0.000015
300,0.000075,0.000624,0.000054,0.000084,0.000006,0.000286,0.000076,0.000101,0.000042
400,0.000096,0.001097,0.000073,0.000111,0.000014,0.000502,0.000099,0.000129,0.000036
500,0.000172,0.002182,0.000043,0.000073,0.000006,0.000508,0.000073,0.000109,0.000049
600,0.000149,0.002209,0.000084,0.000162,0.000007,0.000918,0.000096,0.000144,0.000039
700,0.000146,0.002331,0.000062,0.000112,0.000007,0.001275,0.000108,0.000241,0.000050
